game_play_id,player_id,position,fc_attribution,baseline_fc
2022090800_101,35472.0,LG,0.009601644507220453,0.44709725871869277
2022090800_101,42392.0,C,0.015155269856676923,0.44709725871869277
2022090800_101,44875.0,LT,0.021471324611585407,0.44709725871869277
2022090800_101,48512.0,RG,0.021618098282288833,0.44709725871869277
2022090800_101,53522.0,RT,0.035633278733408935,0.44709725871869277
2022090800_1187,42400.0,RT,0.06956026091758066,0.5212157288651709
2022090800_1187,46158.0,LT,0.1108514023349802,0.5212157288651709
2022090800_1187,46180.0,C,0.08212753799307909,0.5212157288651709
2022090800_1187,46376.0,RG,0.09061991699104227,0.5212157288651709
2022090800_1187,47952.0,LG,0.10460130343789781,0.5212157288651709
2022090800_1385,42400.0,RT,0.0027863173099825778,0.4520424945765121
2022090800_1385,46158.0,LT,0.024059298121539174,0.4520424945765121
2022090800_1385,46180.0,C,0.03912904097103642,0.4520424945765121
2022090800_1385,46376.0,RG,0.019150285965120806,0.4520424945765121
2022090800_1385,47952.0,LG,0.01177067003506771,0.4520424945765121
2022090800_1406,42400.0,RT,0.09830702511983397,0.4820935969589323
2022090800_1406,46158.0,LT,0.005962687579813053,0.4820935969589323
2022090800_1406,46180.0,C,0.04692090781320746,0.4820935969589323
2022090800_1406,46376.0,RG,0.10537216317632186,0.4820935969589323
2022090800_1406,47952.0,LG,0.10560520211868862,0.4820935969589323
2022090800_1736,42400.0,RT,0.043091721116970017,0.5830602137212136
2022090800_1736,46158.0,LT,0.07692549364953993,0.5830602137212136
2022090800_1736,46180.0,C,0.07104795037059464,0.5830602137212136
2022090800_1736,46376.0,RG,0.09566963537074985,0.5830602137212136
2022090800_1736,47952.0,LG,0.13258405164855996,0.5830602137212136
2022090800_191,35472.0,LG,0.02486772388141656,0.4164219690855913
2022090800_191,42392.0,C,0.01772113467880959,0.4164219690855913
2022090800_191,44875.0,LT,0.002239061425771127,0.4164219690855913
2022090800_191,48512.0,RG,0.0684805511135137,0.4164219690855913
2022090800_191,53522.0,RT,0.0160988785907899,0.4164219690855913
2022090800_1946,42400.0,RT,0.044441735986670894,0.396472952518733
2022090800_1946,46158.0,LT,0.0024391983962350205,0.396472952518733
2022090800_1946,46180.0,C,0.014322250909399259,0.396472952518733
2022090800_1946,46376.0,RG,0.05931915979538971,0.396472952518733
2022090800_1946,47952.0,LG,0.01588370162424979,0.396472952518733
2022090800_2043,35472.0,LG,0.01607264518974061,0.6395431830454932
2022090800_2043,42392.0,C,0.06764626276129404,0.6395431830454932
2022090800_2043,44875.0,LT,0.056777792910210234,0.6395431830454932
2022090800_2043,48512.0,RG,0.04355545945980932,0.6395431830454932
2022090800_2043,53522.0,RT,0.012497698541017233,0.6395431830454932
2022090800_2072,35472.0,LG,0.013612557471032516,0.3370136339236197
2022090800_2072,42392.0,C,0.0019764779565430435,0.3370136339236197
2022090800_2072,44875.0,LT,0.009288752097984798,0.3370136339236197
2022090800_2072,48512.0,RG,0.0022251352140079117,0.3370136339236197
